BSE Symbol,NSE Symbol,Company Name          ,AUDITED,,,,,,,,,,LATEST QTR.,,,YEAR TO DATE,,,,,SHAREHOLDINGS,,,,MARKET RELATED DATA,,,,,Sector,*You will find NULL at many places. This for those companies that have announced their FY24 results and do not have YTD Sales or Net Profit. It is reflected in yearly numbers.
,,,Face,Month/,CEqt.,BkVal,Sales,NP,EPS,Div,D/E,RONW,LatQ,Sales,NP,Year/,Sales,Sales,NP,NP,Prom,. Pledged,Inst.,NoShold,Mkt.Cap.,Price,52 Week,Entprise,Trail.P/E,,
,,,Value,Year,Rs.Cr,Rs.,Rs.Cr.,Rs.Cr.,(Rs.),(Rs.),Ratio,(%),Year,Rs.Cr.,Rs.Cr,Month,Rs.Cr.,Growth,Rs.Cr.,Growth,(%),(%),(%),('000),Rs.Cr.,Rs.,H/L,Value,Ratio,,
,,,,,,,,,,,,,,,,,,,,,,,,,As on Date 6th Feb 2025,,,,,,
500087,CIPLA,Cipla Ltd.,2,2403,161.47,378.55,25774.09,4155.31,46,13,0,14.14,2412,7072.97,1583.72,2412N,14246.96,6.61,3672.25,20.84,29.19,0,54.28,80.76,116021.83,1470.25,1702.00/1317.60,115631.59,25.51,Pharmaceuticals & Drugs,
532955,RECLTD,REC Ltd.,10,2403,2633.22,274.7,47504.75,14145.46,53.24,16,6.48,22.37,2409,13682.43,4037.72,2409H,26594.49,18.01,7447.92,10.61,52.63,0,35.68,263.32,115940.85,434.8,653.90/402.05,299039.51,9.99,Finance Term Lending,
532461,PNB,Punjab National Bank,2,2403,2202.2,102.24,109064.58,8328.91,7.49,1.5,0.51,8.7,2412,31894.8,4648.6,2412N,89771.27,13.94,12063.2,130.46,70.08,0,20.01,1149.29,115216.76,99.7,142.90/93.30,100613.7,7.47,Bank - Public,
532424,GODREJCP,Godrej Consumer Products Ltd.,1,2403,102.28,89.24,14096.11,-560.55,6.33,15,0.21,6.85,2412,3768.43,498.31,2412N,6725.27,5.45,1101.92,-18.25,53.04,0.42,31.72,102.3,114464.36,1117,1541.30/1055.60,116873.48,284.98,Household & Personal Products,
543220,MAXHEALTH,Max Healthcare Institute Ltd.,10,2403,971.91,83.15,5406.02,1057.64,7.07,1.5,0.04,9.41,2412,1868.31,238.8,2412N,2004.9,15.81,523.68,17.55,23.74,0,72.48,97.21,113983.66,1131.2,1222.75/707.00,113366.65,143.65,Hospital & Healthcare Services,
532134,BANKBARODA,Bank Of Baroda,2,2403,1035.53,253.39,118379.22,18409.64,34.36,7.6,0.84,16.91,2412,32569.84,5116.82,2412N,90799.62,9.37,14533.42,12.64,63.97,0,27.03,517.14,113769.97,219.6,298.45/206.65,153332.39,5.85,Bank - Public,
500547,BPCL,Bharat Petroleum Corporation Ltd.,10,2403,2136.29,186.61,506992.6,25793.31,124.86,42,0.26,42.11,2412,127550.57,3875.78,2412N,373575.55,-0.33,10061.2,-55.18,52.98,0,37.92,433.85,113342.51,262.4,687.65/242.30,125823.06,6.06,Refineries,
511218,SHRIRAMFIN,Shriram Finance Ltd.,2,2403,375.79,296.26,36379.52,7391.11,191.34,45,3.83,15.7,2412,10698.31,3245.26,2412N,30392.83,19.29,7621.61,45.32,25.4,0,69.02,37.61,107355.38,568.9,3652.15/508.95,188665.44,3.19,Finance - NBFC,
500420,TORNTPHARM,Torrent Pharmaceuticals Ltd.,5,2403,169.23,236.71,10728,1656,40.09,28,0.49,20.43,2412,2809,503,2412N,7249,13.44,1414,49.31,68.31,0,24.52,33.84,105449.44,3155.15,3589.95/2488.00,107895.44,58.55,Pharmaceuticals & Drugs,
532432,UNITDSPR,United Spirits Ltd.,2,2403,145,106.15,26018,1409,18.1,5,0,20.33,2412,7732,338,2412N,20231,6.5,1107,19.34,56.67,0.67,29.49,72.74,104891.27,1414.5,1700.00/1055.65,103769.26,68.78,Breweries & Distilleries,
532777,NAUKRI,Info Edge (India) Ltd.,10,2403,129.38,2674.67,2536.34,725.54,64.39,22,0,4.62,2412,722.4,294.22,2412N,1966.52,10.94,518.36,-16.68,37.63,0,51.87,12.96,102931.26,8035,9194.95/4967.10,102592.67,142.63,BPO/ITeS,
500124,DRREDDY,Dr. Reddy's Laboratories Ltd.,1,2403,83.4,332.65,28011.1,5563.2,260.31,40,0.03,19.54,2412,8381.2,1400,2412N,17552.5,22.07,4148.7,25.44,26.64,0,49.74,83.44,102463.09,1236.1,7101.00/1165.00,105520.09,6.88,Pharmaceuticals & Drugs,
500387,SHREECEM,Shree Cement Ltd.,10,2403,36.08,5773.17,20520.98,2396.16,684.16,105,0.07,12.77,2412,4572.68,193.72,2412N,12797.18,-11.65,640.25,-64.56,62.55,0,24.9,3.61,102460.48,27851,28650.00/23500.20,103752.53,77.18,Cement & Construction Materials,
543904,MANKIND,Mankind Pharma Ltd.,1,2403,40.06,344.31,10334.77,1926.56,45.52,0,0,20.98,2412,3230,381.08,2412N,7329.57,3.06,1564.3,14.25,72.71,0,24.4,41.26,102446.55,2482,3050.00/1910.10,102016.1,51.12,Pharmaceuticals & Drugs,
517354,HAVELLS,Havells India Ltd.,1,2403,62.67,128.81,18590.01,1270.76,20.32,9,0,18.13,2412,4888.98,277.96,2412N,15213.6,16,966.58,17.25,59.41,0,35.02,62.69,100790.29,1602.75,2104.95/1315.00,97672.7,70.98,Electric Equipment,
500800,TATACONSUM,Tata Consumer Products Ltd.,1,2403,95.28,168.91,15205.85,1300.99,10.29,7.75,0.11,7.27,2412,4443.56,299.75,2412N,9169.31,30.47,980.9,17.59,33.84,0,42.68,98.95,100469.63,1022.35,1269.60/884.00,101327.68,88.85,Tea/Coffee,
508869,APOLLOHOSP,Apollo Hospitals Enterprise Ltd.,5,2403,71.9,569.63,19059.2,917,70.27,16,0.25,13.81,2409,5589.3,390,2409H,4072,14.55,621.3,22.09,29.33,3.95,65.48,14.38,99871.39,6865,7545.10/5690.80,101056.28,114.77,Hospital & Healthcare Services,
500257,LUPIN,Lupin Ltd.,2,2403,91.14,481.47,20010.82,1935.57,51.04,8,0,12,2409,5672.73,859.48,2409H,8273.83,15.64,1696.94,65.46,46.95,0,46.79,45.62,99816.42,2186.15,2403.45/1493.75,100248.61,47.9,Pharmaceuticals & Drugs,
532321,ZYDUSLIFE,Zydus Lifesciences Ltd.,1,2403,100.6,177.87,19547.4,3854.4,34.21,3,0.39,23.45,2412,5269.1,1004.3,2412N,9296.7,24.18,2961.2,45.42,74.98,0,18.18,100.62,98434.84,1008,1323.90/769.10,103123.64,23.22,Pharmaceuticals & Drugs,
532388,IOB,Indian Overseas Bank,10,2403,18902.41,14.04,24065.67,2665.66,1.4,0,1.2,11.13,2412,7115.88,875.27,2412N,20497.42,17.66,2283.63,23.61,96.38,0,1.32,1890.24,97290.72,50.9,83.80/45.11,110773.33,31.12,Bank - Public,
517334,MOTHERSON,Samvardhana Motherson International Ltd.,1,2403,677.64,52.67,98691.74,2782,1.39,0.8,0.14,2.98,2409,27811.86,764.58,2409H,5056.71,19.3,809.96,88.4,58.13,1.41,33.52,703.63,96326.88,136.65,217.00/107.05,95603.67,78.45,Auto Ancillary,
500093,CGPOWER,CG Power and Industrial Solutions Ltd.,2,2403,305.47,26.02,8045.98,1427.61,6.58,1.3,0,35.56,2412,2515.68,237.85,2412N,6765.57,22.42,698.97,-8.48,58.06,0,26.21,152.88,96193.64,613.75,874.50/420.00,95461.02,99.82,Electric Equipment,
533179,PERSISTENT,Persistent Systems Ltd.,5,2403,77.03,377.13,9821.59,1093.49,63.98,26,0,23.82,2412,3062.28,372.99,2412N,8540.47,74.89,867.51,8.21,30.66,0,51.02,15.59,95344.62,6227.95,8979.85/3232.60,94709.43,91.87,IT - Software,
534816,INDUSTOWER,Indus Towers Ltd.,10,2403,2694.9,122.88,28600.6,6036.2,22.42,0,0.16,25.08,2412,7547.4,4003.2,2412N,22395.7,4.62,8145.8,94.52,50,0,43.91,263.82,94367.08,355.95,460.70/206.85,98293.18,9.47,Telecommunication - Service  Provider,
500096,DABUR,Dabur India Ltd.,1,2403,177.2,43.13,12404.01,1811.82,8.52,5.5,0.1,23.13,2412,3355.25,515.32,2412N,7106,0.14,1152.68,-5.99,66.26,0,28.16,177.23,94189.68,527.05,672.00/489.00,95228.41,65.05,Household & Personal Products,
539254,ADANIENSOL,Adani Energy Solutions Ltd.,10,2403,1115.49,162.54,16607.36,1195.61,5.33,0,0.47,5.6,2412,5830.26,625.3,2412N,930.75,-15.52,420.07,-19.31,69.94,0.57,23.18,120.13,93159.47,772.35,1309.00/588.25,95893.67,183.35,Power Generation/Distribution,
540716,ICICIGI,ICICI Lombard General Insurance Company Ltd.,10,2403,492.69,277.11,16866.47,1918.59,38.94,11,0,17.17,2412,5045.17,724.38,2412N,14574.62,16.61,1998.7,42.86,51.6,0,41.61,49.52,91846.49,1825.5,2285.85/1477.45,91560.22,35.82,Insurance,
540699,DIXON,Dixon Technologies (India) Ltd.,2,2403,11.96,280.27,17690.9,364.68,31.05,5,0.08,14.7,2412,10453.68,212.65,2412N,4315.23,-14.09,287.35,102.05,32.42,0,45.84,6.01,91149.26,14642.1,19149.80/6126.55,91277.92,264.9,Consumer Durables - Electronics,
532477,UNIONBANK,Union Bank Of India,10,2403,7633.61,138.74,100375.56,13708.94,17.88,3.6,0.3,16.69,2412,27134.77,4597.17,2412N,80030.75,8.99,13002.22,25.77,74.76,0,18.4,763.36,91030.75,119.3,172.45/100.75,65081.61,5.58,Bank - Public,
533398,MUTHOOTFIN,Muthoot Finance Ltd.,10,2403,401.46,639.75,15061.66,4467.59,100.87,24,2.42,17.86,2409,4928.82,1321.22,2409H,7821.23,29.1,2329.83,18.5,73.35,0,23.24,40.15,90993.8,2234,2308.75/1262.25,136968.72,26.49,Finance - NBFC,
542652,POLYCAB,Polycab India Ltd.,10,2403,150.24,597.64,18039.44,1802.92,117.79,30,0,24.16,2412,5226.06,464.35,2412N,15072.73,19.45,1271.27,-3.14,63.05,0,23.41,15.04,90747.13,5875.85,7607.15/4250.00,90474.04,51.08,Cable,
543237,MAZDOCK,Mazagon Dock Shipbuilders Ltd.,5,2403,201.69,162.47,9466.58,1808.88,91.5,27.45,0,37.86,2409,2756.83,552.76,2409H,5113.85,27.83,1229.69,105.1,84.83,0,3.01,40.34,88874.7,2197.55,5859.95/1797.10,75280.62,23.53,Ship Building,
503806,SRF,SRF Ltd.,10,2403,296.42,377,13138.52,1335.71,46.35,0,0.34,13.93,2412,3491.31,271.08,2412N,8201.47,4.25,754.91,-19.43,50.26,0,36.15,29.64,87743.23,2894.45,2994.85/2088.55,91335.75,71.98,Chemicals,
540133,ICICIPRULI,ICICI Prudential Life Insurance Company Ltd.,10,2403,1440.62,80.07,41759.67,850.66,5.92,0.6,0.11,8.36,2412,12261.37,324.91,2412N,30890.24,14.53,802.77,18.29,73.01,0,22.23,144.52,87497.15,601.15,795.00/498.50,94778.23,88.86,Insurance,
500116,IDBI,IDBI Bank Ltd.,10,2403,10752.4,44.02,26445.66,5763.41,5.24,1.5,0.41,14.25,2412,7819.25,1929.09,2412N,21923.37,12.8,5463.99,36.41,94.71,0,0.61,1075.24,87331.01,80.22,106.60/65.89,90422.75,12.16,Bank - Private,
532725,SOLARINDS,Solar Industries India Ltd.,2,2403,18.1,292.91,6069.52,874.88,65.89,8.5,0.13,28.99,2412,1973.08,336.54,2412N,3157.32,16.26,576.08,38.18,73.15,0.4,20.01,9.05,87302.54,9120.15,12650.00/6551.00,87614.38,109.25,Chemicals,
532483,CANBK,Canara Bank,2,2403,1814.13,98.25,110518.76,14782.36,80.23,16.1,0.74,20.22,2412,30750.73,4161,2412N,88753.03,11.11,12024.01,11.36,62.93,0,22.83,907.07,86996.62,94.89,632.65/87.75,73520.71,2.79,Bank - Public,
531642,MARICO,Marico Ltd.,1,2403,129,37.57,9653,1502,8.36,9.5,0.03,30.1,2412,2794,406,2412N,5711,6.45,1216,43.23,59.11,0.08,36.13,129.52,86639.21,661.1,719.80/486.75,86643.21,59.02,Consumer Food,
533148,JSWENERGY,JSW Energy Ltd.,10,2403,1641.22,123.38,11485.91,1708.14,5.79,2,0.47,6.64,2412,2438.88,152.28,2412N,2993.56,-23.11,756.6,24.44,69.32,6.52,24.6,174.78,86261.11,492.5,804.95/439.35,90423.57,76.7,Power Generation/Distribution,
500182,HEROMOTOCO,Hero MotoCorp Ltd.,2,2403,39.98,976.29,37788.62,3862.41,198.5,140,0,22.93,2409,10482.93,1152.75,2409H,20606.94,13.15,2326.17,23.83,34.74,0,55.68,20,85519.8,4235,6245.00/3999.00,85281.14,25.34,Automobile Two & Three Wheelers,
541729,HDFCAMC,HDFC Asset Management Company Ltd.,5,2403,106.74,348.05,2584.37,1942.69,91.15,70,0,30.13,2412,934.63,641.36,2412N,2596.81,37.47,1822.32,29.72,52.48,0,38.36,21.38,85405.93,3933.8,4862.00/3419.00,85402.97,35.56,Finance - Asset Management,
542649,RVNL,Rail Vikas Nigam Ltd.,10,2403,2085.02,38.12,21889.23,1469.53,7.02,2.11,0.76,20.39,2409,4854.95,302.13,2409H,8933.49,-13.74,520.31,-26.06,72.84,0,11.27,208.5,84714.37,402.95,647.00/213.00,85805.79,88.1,Engineering - Construction,
500530,BOSCHLTD,Bosch Ltd.,10,2403,29.5,4474.18,16727.1,2490.2,844.24,375,0,21.59,2412,4465.7,458.1,2412N,13176.8,5.47,1459.6,-24.22,70.54,0,22.01,2.95,83619.63,28214.9,39052.00/24111.00,80463.93,41.12,Auto Ancillary,
532286,JINDALSTEL,Jindal Steel & Power Ltd.,1,2403,100.24,486.98,50026.76,5943.42,52.61,2,0.24,12.26,2412,11750.67,950.8,2412N,35782.55,-0.35,3513.66,-11.98,61.19,7.81,28.25,102.01,83489.11,809.1,1097.10/708.80,88709.31,17.03,Steel/Sponge Iron/Pig Iron,
532187,INDUSINDBK,IndusInd Bank Ltd.,10,2403,778.32,850.3,45748.21,8976.99,114.99,16.5,0.76,15.34,2412,12800.77,1402.35,2412N,38033.82,13.37,4878.89,-26.11,16.29,7.67,67.43,77.91,82634.01,1065.5,1576.00/923.40,111688.29,11.48,Bank - Private,
500480,CUMMINSIND,Cummins India Ltd.,2,2403,55.44,233.65,9000.2,1475.42,59.91,38,0.02,28.8,2412,3096.15,501.53,2412N,7882.51,18.67,1384.41,25.96,51,0,40.01,27.72,80927.16,2960.05,4169.50/2332.60,79291.04,42.17,Diesel Engines,
532466,OFSS,Oracle Financial Services Software Ltd.,5,2403,43.34,652.29,6372.96,2219.36,233.98,240,0,34.07,2412,1715.2,541.3,2412N,3809.6,6.65,1515.2,-2.16,72.62,0,17.86,8.68,80826.96,9274.75,13203.60/6482.30,78464.56,40.35,IT - Software,
543390,POLICYBZR,PB Fintech Ltd.,2,2403,90.24,171.75,3437.68,66.43,0.8,0,0,0.55,2412,1291.62,71.6,2412N,106.59,40.28,29.26,-42.48,0,0,68.25,45.92,80436.62,1702.2,2254.95/851.75,80409.47,5419.29,Fintech,
533098,NHPC,NHPC Ltd.,10,2403,10045.03,38.53,9632.16,4023.61,3.49,1.9,0.79,10.3,2409,3051.93,1068.93,2409H,4969.09,-1.73,1928.76,-22.85,67.4,0,19.95,1004.5,79908.25,77.65,118.45/72.19,109699.09,32.88,Power Generation/Distribution,
532754,GMRAIRPORT,GMR Airports Ltd.,1,2403,603.59,45.17,8754.56,-1052.66,0.06,0,0.14,-1.25,2412,2653.24,143.23,2412N,755.68,218.68,-258.57,0,66.07,19.46,19.16,1055.9,79762.5,74.67,103.70/68.90,87294.52,0,Airport Management Services,
543066,SBICARD,SBI Cards And Payment Services Ltd.,10,2403,950.97,141.63,16968.42,2407.88,25.32,2.5,3.3,22.03,2412,4618.69,383.23,2412N,13398.37,6.16,1382.1,-20.81,68.6,0,25.99,95.14,78072.86,812.45,846.55/649.00,111600.42,37.8,Finance - NBFC,
532667,SUZLON,Suzlon Energy Ltd.,2,2403,2721.72,2.99,6529.09,660.35,0.07,0,0.18,3.74,2412,2974.83,387.76,2412N,5184.01,113.19,405.47,2040.81,13.25,0,32.18,1364.79,76278.77,54.92,86.04/35.49,76389.69,156.16,Electric Equipment,
500830,COLPAL,Colgate-Palmolive (India) Ltd.,1,2403,27.2,72.63,2032.9,435.61,48.66,48,0,73.59,2412,1461.84,322.78,2412N,4577.66,9.24,1081.81,14.62,51,0,30.56,27.2,73534.03,2666.85,3893.00/2475.05,72195.81,49.63,Household & Personal Products,
500104,HINDPETRO,Hindustan Petroleum Corporation Ltd.,10,2403,1418.55,203.22,461969.14,14206.63,103.58,31.5,1.47,42.75,2412,119038.75,3008.15,2412N,348012.04,2.32,4009.88,-66.16,54.9,0,36.27,212.78,72952.39,342.65,594.70/318.70,138185.63,8.81,Refineries,
532814,INDIANB,Indian Bank,10,2403,1346.96,452.71,55649.73,8129.15,59.86,12,0.44,17.1,2412,15770.16,2876.15,2412N,46146.27,12.58,7962.22,36.9,73.84,0,22.42,134.7,72931.36,547.3,626.35/467.20,63360.09,7.22,Bank - Public,
500103,BHEL,Bharat Heavy Electricals Ltd.,2,2403,696.41,71.01,23892.78,218.24,0.75,0.25,0.35,1.05,2412,7277.09,116.44,2412N,19346.11,23.76,8.92,0,63.17,0,23.47,348.21,72775.13,204.9,335.40/185.20,76735.01,144.64,Engineering - Industrial Equipments,
540755,GICRE,General Insurance Corporation of India,5,2403,877.2,238.52,33704.72,6508.14,37.03,10,0,18.16,2412,8477.74,1623.44,2412N,27450.1,4.18,4518.47,17.22,82.4,0,15.5,175.44,71597.06,415.55,525.00/280.25,91924.33,10.18,Insurance,
542066,ATGL,Adani Total Gas Ltd.,1,2403,109.98,36.7,4816.49,649.6,5.94,0.25,0.41,20.09,2412,1400.88,141.31,2412N,3949.94,11.07,498.64,2.23,74.8,0,19.33,109.98,70464.83,635.75,1197.95/550.25,71624.18,105.3,Gas Transmission/Marketing,
533106,OIL,Oil India Ltd.,10,2403,1084.41,292.87,36303.62,6523.37,51.2,15.75,0.26,14.15,2409,8135.9,1843.22,2409H,11358.62,7.58,3300.91,70.26,56.66,0,36.54,162.66,70204.39,424.7,767.30/389.60,76293.81,9.76,Oil Exploration,
533150,GODREJPROP,Godrej Properties Ltd.,5,2403,139.02,572.63,3035.62,719.32,20.3,0,0.95,5.52,2412,968.88,176.48,2412N,1037.93,54.75,732.47,110.81,46.5,0,40.25,30.12,69236.06,2247.3,3400.00/2081.50,79323.94,66.01,Construction - Real Estate,
524804,AUROPHARMA,Aurobindo Pharma Ltd.,1,2403,58.59,338.43,29001.87,3186.13,32.43,0,0.14,10.06,2409,7796.07,816.65,2409H,5284.68,4.45,866.57,15.28,51.82,9.24,41.49,58.08,69222.84,1184.5,1592.55/959.05,73271.35,47.86,Pharmaceuticals & Drugs,
532822,IDEA,Vodafone Idea Ltd.,10,2403,50119.8,-12.99,42651.7,-31232.9,-6.23,0,-2.01,0,2409,10932.2,-7175.6,2409H,21253.5,0.12,-13680.8,0,37.32,0,37.62,6969.98,68180.35,9.28,19.15/6.60,270218.06,0,Telecommunication - Service  Provider,
544162,BHARTIHEXA,Bharti Hexacom Ltd.,5,2403,250,104.05,7088.8,504.4,10.09,4,1.04,11.4,2409,2097.6,253.1,2409H,4008.2,0,764.3,0,70,0,14.29,50,67570,1312.5,1606.20/783.00,72402.3,66.5,Telecommunication - Service  Provider,
532779,TORNTPOWER,Torrent Power Ltd.,10,2403,480.62,340.82,27183.21,1896,37.41,16,0.81,15.6,2412,6499.38,489.33,2412N,17232.49,13.59,1833.98,35.4,51.09,0,39.5,50.39,67150.18,1373.1,2037.35/1057.70,75974.53,29.19,Power Generation/Distribution,
533273,OBEROIRLTY,Oberoi Realty Ltd.,10,2403,363.6,391.99,4495.79,1917.75,40.63,6,0.18,11.9,2412,1411.08,615.66,2412N,3460.22,160.25,1459.66,214.02,67.7,0,30.29,36.36,66448.31,1802.95,2349.80/1274.05,66993.37,30.55,Construction - Real Estate,
500368,PATANJALI,Patanjali Foods Ltd.,2,2403,72.38,299.33,12729.23,-87.97,21.14,6,0.1,7.64,2409,8154.19,308.58,2409H,15327.25,-1.68,571.87,67.07,69.48,0,19.59,36.2,65287.58,1818,2030.00/1170.10,65859.65,84.55,Edible Oil,
542830,IRCTC,Indian Railway Catering And Tourism Corporation Ltd.,2,2403,160,44.04,4270.18,1111.08,13.89,6.5,0,38.93,2409,1064,307.87,2409H,2184.15,9.37,615.49,16.81,62.4,0,21.17,80,63344,783.55,1148.30/736.25,60938.4,69.66,Travel Services,
512455,LLOYDSME,Lloyds Metals & Energy Ltd.,1,2403,50.53,118.03,6521.65,1242.93,24.6,0,0,57.89,2412,1675.17,389.29,2412N,5456.84,9.85,1248.45,29.23,63.49,11.52,3.73,52.28,62072.19,1204.9,1477.50/522.40,61478.55,40.52,Steel/Sponge Iron/Pig Iron,
500477,ASHOKLEY,Ashok Leyland Ltd.,1,2403,293.63,34.36,45790.64,2679.96,8.92,4.95,0.26,30.51,2409,11147.58,755.21,2409H,17367.36,-2.58,1295.68,13.91,51.52,15.38,37.21,293.65,61946.04,209.7,264.70/157.65,62901.18,28.04,Automobiles-Trucks/Lcv,
539523,ALKEM,Alkem Laboratories Ltd.,2,2403,23.91,984.46,12667.58,1811.46,146.14,40,0.09,17.56,2409,3414.67,701.96,2409H,5372.07,9.91,1280.83,39.53,55.66,0,28.16,11.96,61126.41,5265,6440.00/4409.90,60349.91,39.2,Pharmaceuticals & Drugs,
532648,YESBANK,Yes Bank Ltd.,2,2403,5753.58,14.97,27605.87,1285.2,0.43,0,1.94,3.09,2412,7833,619.44,2412N,23278.78,15.59,1667.74,108.68,0,0,65.38,3135.09,60887.27,19.29,32.81/17.06,122688.91,27.99,Bank - Private,
503100,PHOENIXLTD,The Phoenix Mills Ltd.,2,2403,35.74,147.3,3977.69,1326.32,15.68,5,0.14,5.68,2412,975.13,350.93,2412N,361.26,3.18,285.73,25.68,47.26,0,48.68,35.75,60666.28,1614.55,4136.30/1340.00,61403.24,118.39,Construction - Real Estate,
540115,LTTS,L&T Technology Services Ltd.,2,2403,21.2,530.01,9647.3,1306.3,118.73,50,0,27.76,2412,2653,319.5,2412N,6983,10.36,906.4,-2.41,73.66,0,18.25,10.59,59428.06,5535,5990.00/4228.00,58479.37,47.48,IT - Software,
533274,PRESTIGE,Prestige Estates Projects Ltd.,10,2403,400.9,274.93,7877.1,1617.4,6.13,1.8,0.55,3.65,2412,1654.5,39.2,2412N,2285.4,10.22,169.3,-5.47,60.94,0,36.03,43.07,59382.62,1362.5,2072.75/967.10,58746.52,242.11,Construction - Real Estate,
500488,ABBOTINDIA,Abbott India Ltd.,10,2403,21.25,1657.05,5848.91,1201.22,565.28,410,0,35.31,2412,1614.28,360.78,2412N,4804.56,8.94,1047.4,14.58,74.99,0,9.17,2.12,59040.44,29129.8,30683.40/25200.00,57934.74,46.39,Pharmaceuticals & Drugs,
532539,UNOMINDA,UNO Minda Ltd.,2,2403,114.82,71.54,14030.89,739.28,10.2,2,0.25,16.62,2409,4244.79,217.73,2409H,5144.55,21.14,398.52,27.94,68.75,0,25.07,57.42,58814.47,1035,1252.85/605.05,60049.88,107.71,Auto Ancillary,
590024,FACT,The Fertilisers And Chemicals Travancore Ltd.,10,2403,647.07,20.14,5054.93,146.17,2.26,0,0.94,11.03,2409,1448.63,11.18,2409H,2048.21,-29.27,-37.49,-121.17,90,0,9.11,64.71,58608.54,908.1,1187.00/483.45,57776.32,0,Fertilizers,
543278,KALYANKJIL,Kalyan Jewellers India Ltd.,10,2403,1030.05,44.25,18548.29,596.29,5.38,1.2,0.52,14.17,2412,7286.88,218.68,2412N,16306.79,36.95,503.31,19.06,62.85,12.14,29.94,103.14,58544.27,542.1,794.60/329.10,59862.88,88.06,Diamond  &  Jewellery,
540762,TIINDIA,Tube Investments of India Ltd.,1,2403,19.34,228.6,16890.33,1723.16,37.98,3.5,0.12,20.32,2412,4812.22,280.22,2412N,5935.28,5.09,483.01,-0.74,44.11,0,43.73,19.35,57706.37,2967.55,4760.80/2975.15,57905.64,78.53,Cycles,
526371,NMDC,NMDC Ltd.,1,2403,293.07,32.74,21307.85,5571.25,19.22,7.25,0.13,23.6,2409,4918.91,1195.63,2409H,10184.37,8.24,3252.93,21.49,60.79,0,26.59,879.18,57287.48,65.16,286.35/59.70,47195.97,4.05,Mining & Minerals,
532541,COFORGE,Coforge Ltd.,10,2403,61.8,852.64,9179,835.6,160.49,76,0.1,34.22,2412,3318.2,255.9,2412N,3968,9.49,416.6,-40.29,0,0,90.41,6.69,56858.52,8517.95,10017.95/4291.05,55902.72,77.44,IT - Software,
509480,BERGEPAINT,Berger Paints India Ltd.,1,2403,116.58,44.04,11198.92,1128.8,8.71,3.5,0.01,21.85,2409,2774.61,261.04,2409H,5237.01,1.11,534.5,-6.26,74.99,0,15.53,116.58,55817.21,478.45,629.60/437.80,55603.03,77.89,Paints,
506395,COROMANDEL,Coromandel International Ltd.,1,2403,29.44,365.72,22058.39,1667.17,58.4,6,0,19.94,2412,6935.19,516.39,2412N,19071.44,5.2,1552,2.8,56.97,0,29.33,29.46,55552.46,1861.95,1977.10/1025.05,52749.56,31.13,Fertilizers,
500493,BHARATFORG,Bharat Forge Ltd.,2,2403,93.13,219.09,15682.07,904.84,30.6,9,0.51,17.52,2409,3688.51,243.88,2409H,4584.76,4.75,630.59,-4.09,44.07,0,46.38,47.81,55333.98,1140,1826.20/1063.40,58751.29,52.03,Forgings,
543994,JSWINFRA,JSW Infrastructure Ltd.,2,2403,410.3,23.95,3762.89,1160.69,1.4,0.55,0.73,9.75,2412,1181.83,335.62,2412N,392,49.67,306.53,163.18,85.62,0,6.8,210,54715.54,258.2,361.00/205.10,55938.72,130.03,Port,
523642,PIIND,PI Industries Ltd.,1,2403,15.2,631.66,7665.8,1671,113.86,15,0,21.94,2409,2221,507.5,2409H,4143.2,9.09,1056.9,22.92,46.09,0,45.66,15.17,54574.52,3635.4,4801.40/3060.00,51954.32,38.34,Pesticides & Agrochemicals,
502355,BALKRISIND,Balkrishna Industries Ltd.,2,2403,38.66,509.2,9368.87,1471.49,74.37,16,0.34,17.48,2412,2560.33,449.48,2412N,7666.29,15.71,1266.28,32.35,58.29,0,35.24,19.33,54573.44,2763.55,3377.95/2193.85,57541.51,30.58,Tyres & Allied,
512070,UPL,UPL Ltd.,2,2403,150,141.06,43098,-1636,11.88,1,0.24,12.21,2412,10907,1131,2412N,3319,-67.07,1200,-1.56,33.51,0,51.22,84.44,54487.08,644.9,649.45/448.00,57191.08,51.8,Pesticides & Agrochemicals,
532478,UBL,United Breweries Ltd.,1,2403,26.44,159.64,18379.53,410.86,15.48,10,0.02,10.06,2409,4743.56,132.33,2409H,10550.62,11.86,305.53,25.37,70.83,8.79,24.11,26.44,54417.22,2075,2299.40/1645.80,54374.51,142,Breweries & Distilleries,
523457,LINDEINDIA,Linde India Ltd.,10,2403,85.28,416.06,2768.67,426.34,49.99,12,0,13.03,2409,634.41,104.39,2409H,1287.64,-10.1,215.92,5.41,75,0,9.08,8.53,54006.66,6290,9909.00/5372.10,53008.68,167.5,Industrial  Gases & Fuels,
526299,MPHASIS,Mphasis Ltd.,10,2403,189,309.46,13278.51,1554.82,76.51,55,0,28.16,2412,3561.34,427.81,2412N,7022.73,2.71,1163.27,1.34,40.23,0,55.22,18.97,53980.77,2824.65,3239.55/2180.05,53643.02,36.58,IT - Software,
505790,SCHAEFFLER,Schaeffler India Ltd.,2,2312,31.26,328.8,7250.91,899.02,58.16,26,0,19.98,2409,2116.35,236.41,2409N,5993.98,11.6,728.34,5.3,74.13,0,20.37,15.63,53058.06,3351.65,4950.00/2699.55,51945.93,71.93,Bearings,
